iter	Logloss
227	0.3620702199
228	0.3617382789
229	0.3609943185
230	0.3606968948
231	0.3604962533
232	0.3599306067
233	0.3595850374
234	0.3592389641
235	0.3588599245
236	0.3585221685
237	0.3580833724
238	0.3577234388
239	0.3574342109
240	0.3566676185
241	0.3562235657
242	0.3557873103
243	0.3553144079
244	0.3548984774
245	0.3544172679
246	0.354085231
247	0.3538133573
248	0.3532030623
249	0.3527340462
250	0.3521591678
251	0.3513590344
252	0.3511706389
253	0.3506803181
254	0.3504191653
255	0.3499554086
256	0.3494225413
257	0.3491665891
258	0.3488203289
259	0.348437803
260	0.3477867378
261	0.3474548459
262	0.3470500202
263	0.3467747214
264	0.3465195991
265	0.346117016
266	0.3456154899
267	0.3450527325
268	0.3446921943
269	0.3442872334
270	0.3439377919
271	0.34353134
272	0.3427365859
273	0.3422494305
274	0.3419244028
275	0.34165979
276	0.3409820241
277	0.3406417158
278	0.3403053678
279	0.3399639354
280	0.3396607897
281	0.3391832101
282	0.3386823071
283	0.338230412
284	0.3379782444
285	0.3377227185
286	0.3371854728
287	0.3369455652
288	0.3365348288
289	0.3361165501
290	0.335778002
291	0.335352893
292	0.3350154199
293	0.3346429926
294	0.3343147879
295	0.3340369302
296	0.3336516938
297	0.3334846846
298	0.3331560615
299	0.3327986674
300	0.3323663919
301	0.3319158161
302	0.3315956595
303	0.3311266238
304	0.3307755113
305	0.3303581166
306	0.3300862301
307	0.3296961632
308	0.3292406911
309	0.3288774664
310	0.3283932768
311	0.3278540106
312	0.3274040651
313	0.3270095921
314	0.3267488712
315	0.3262871888
316	0.325903006
317	0.3256084905
318	0.325142961
319	0.3247689674
320	0.3243189812
321	0.3240865132
322	0.3238929235
323	0.3235153064
324	0.3231558805
325	0.3228061923
326	0.3223888812
327	0.3220315003
328	0.3216681089
329	0.3212805218
330	0.3209783922
331	0.320606288
332	0.3202084233
333	0.3199094619
334	0.3194527703
335	0.3191453871
336	0.3188809809
337	0.3184864205
338	0.3180050977
339	0.3175479722
340	0.3171210502
341	0.3168885739
342	0.316643281
343	0.3163607675
344	0.3160072756
345	0.3156724077
346	0.315452416
347	0.3151596075
348	0.3147465343
349	0.3144171828
350	0.3141334918
351	0.3137082673
352	0.3132942859
353	0.3130612554
354	0.312745706
355	0.3123739214
356	0.3118955537
357	0.3117935739
358	0.3115111543
359	0.3113193499
360	0.3106809894
361	0.3101963392
362	0.3098014397
363	0.3094657704
364	0.3090679667
365	0.3087061181
366	0.3083709908
367	0.3080568777
368	0.3078881672
369	0.3074403765
370	0.3072098275
371	0.3069396954
372	0.3066621776
373	0.3063360873
374	0.3060578201
375	0.3056281739
376	0.3053537672
377	0.3049148634
378	0.304645789
379	0.3043405884
380	0.3039385488
381	0.3035813406
382	0.3033068734
383	0.3030942655
384	0.3027470513
385	0.3023848192
386	0.301913583
387	0.301583041
388	0.301317718
389	0.3010595092
390	0.3007751387
391	0.3004483796
392	0.2999398842
393	0.2996157967
394	0.2992830946
395	0.2990382772
396	0.2987909598
397	0.298524753
398	0.298258343
399	0.2980206046
400	0.2976473303
401	0.2971950714
402	0.2969644969
403	0.2967096748
404	0.2964105673
405	0.2960590666
406	0.2958137855
407	0.2955369607
408	0.2952709678
409	0.2948653854
410	0.2945158467
411	0.2942748555
412	0.2939094467
413	0.2936447806
414	0.2934630382
415	0.2931842945
416	0.2928557162
417	0.2925718349
418	0.2921495249
419	0.2918378073
420	0.291625931
421	0.2913567536
422	0.2910976533
423	0.2907955567
424	0.2905651871
425	0.2903083716
426	0.290027548
427	0.2896180923
428	0.2892497472
429	0.2889977323
430	0.2888007225
431	0.2884764663
432	0.2881814486
433	0.2876729999
434	0.2873714462
435	0.2871332481
436	0.2868995043
437	0.2867352948
438	0.2864097754
439	0.2861502641
440	0.2858622911
441	0.2856499562
442	0.2854927717
443	0.2850290037
444	0.2847601177
445	0.2844277165
446	0.2840616125
447	0.2837248188
448	0.2833871695
449	0.2831212705
450	0.2827286528
451	0.2824704592
452	0.2821444485
453	0.2817772266
454	0.2816142147
455	0.2814061054
456	0.2809876596
457	0.28065389
458	0.2803673144
459	0.2800966272
460	0.2798494125
461	0.2794949173
462	0.2791060366
463	0.2787959737
464	0.2784051603
465	0.2781732532
466	0.2778114468
467	0.2774040463
468	0.2770799592
469	0.2766223102
470	0.276357234
471	0.2761104362
472	0.2758997057
473	0.2756968718
474	0.2753813576
475	0.2750435745
476	0.274737974
477	0.27441461
478	0.2741358337
479	0.273913402
480	0.2735990597
481	0.2733508101
482	0.2730257807
483	0.2727870032
484	0.2724867095
485	0.2721375191
486	0.2718882876
487	0.2716347483
488	0.2713834671
489	0.2710697849
490	0.2708510845
491	0.2705769531
492	0.2703819974
493	0.2699920598
494	0.2698127479
495	0.2696668211
496	0.2693905902
497	0.2690455545
498	0.2687160386
499	0.2684693439
500	0.26806296
501	0.2678535217
502	0.267588192
503	0.2671748101
504	0.2669063289
505	0.2667383544
506	0.2665005718
507	0.2662640038
508	0.2660454516
509	0.2658072246
510	0.2654980501
511	0.2653156075
512	0.2650708178
513	0.2647480002
514	0.2645954417
515	0.264435329
516	0.2642636642
517	0.2637838411
518	0.2634675682
519	0.2632667755
520	0.262860261
521	0.2625084756
522	0.2621321444
523	0.2618137179
524	0.2616231636
525	0.261320837
526	0.2609940531
527	0.2607212174
528	0.2603666272
529	0.2601536806
530	0.2600434407
531	0.259764317
532	0.2596343528
533	0.2593985018
534	0.2591204595
535	0.258941968
536	0.2586929816
537	0.2584706599
538	0.2582100032
539	0.2579497995
540	0.2576254241
541	0.2574034384
542	0.2571028279
543	0.2568649798
544	0.2566297361
545	0.2563163499
546	0.2560481551
547	0.2558346394
548	0.2556009884
549	0.2553162811
550	0.2551342597
551	0.2549036903
552	0.2546439266
553	0.2542932063
554	0.2540827794
555	0.253874536
556	0.2536407977
557	0.2533486888
558	0.2531755727
559	0.253117186
560	0.2528249206
561	0.2526579971
562	0.2524466573
563	0.252192047
564	0.2519293402
565	0.2516721756
566	0.2514795974
567	0.2513726465
568	0.2510007126
569	0.2507808349
570	0.2504536834
571	0.2501627591
572	0.2499690426
573	0.2498138532
574	0.2495455529
575	0.2493046978
576	0.2490889902
577	0.2487671787
578	0.2485595369
579	0.2483610581
580	0.2480983437
581	0.2478364561
582	0.2476497026
583	0.2475077201
584	0.2473350891
585	0.2471219588
586	0.2467185127
587	0.2464929636
588	0.2462473365
589	0.2460690202
590	0.2459460929
591	0.2456851214
592	0.2455486279
593	0.2452000856
594	0.2450605091
595	0.2448477681
596	0.244602654
597	0.2444726454
598	0.2442967291
599	0.2441859581
600	0.2439687831
601	0.2437912097
602	0.2435541587
603	0.2433599306
604	0.2432018425
605	0.2429954972
606	0.2428189541
607	0.2425612621
608	0.2422328564
609	0.2420169395
610	0.2417891828
611	0.2416357396
612	0.241427847
613	0.2411570278
614	0.240941258
615	0.2407737767
616	0.2405808788
617	0.2403128076
618	0.2400095291
619	0.2398448411
620	0.2396380618
621	0.2394210465
622	0.239172465
623	0.2389347667
624	0.2386584154
625	0.2384639067
626	0.2381711094
627	0.2379583696
628	0.2375760525
629	0.2373639589
630	0.2370099901
631	0.236792019
632	0.2365778344
633	0.2362911171
634	0.2361023633
635	0.2358666352
636	0.2356438381
637	0.2355462162
638	0.235269019
639	0.2350431134
640	0.2348309516
641	0.2346590152
642	0.2344735236
643	0.2342584762
644	0.2339759693
645	0.2337469012
646	0.2334297878
647	0.233161706
648	0.2328964214
649	0.2327231757
650	0.232446581
651	0.2322911474
652	0.2320789047
653	0.2317211886
654	0.231534001
655	0.2311903062
656	0.230947391
657	0.2307556691
658	0.2304510867
659	0.2302778126
660	0.2300648367
661	0.2298024004
662	0.2295146586
663	0.2293242352
664	0.2291010446
665	0.2288710068
666	0.2286236405
667	0.2282903351
668	0.2280928257
669	0.2279637294
670	0.227776722
671	0.2276032234
672	0.2272807825
673	0.2270933523
674	0.2268272002
675	0.22658395
676	0.2263130298
677	0.2261430064
678	0.2259610609
679	0.2257809783
680	0.2255947299
681	0.2254232123
682	0.2252525205
683	0.2250506016
684	0.2248473155
685	0.2246127103
686	0.2243593776
687	0.2241479155
688	0.2239157942
689	0.2236638096
690	0.2234711915
691	0.2233214911
692	0.2231383203
693	0.2229501407
694	0.2228110374
695	0.2226088238
696	0.2224138137
697	0.2220888499
698	0.2217844836
699	0.2216207406
700	0.221411384
701	0.2212473576
702	0.2210469297
703	0.2208872067
704	0.2206654726
705	0.2205311046
706	0.2203549103
707	0.220188145
708	0.2199022255
709	0.2195114547
710	0.2193851907
711	0.2192039155
712	0.2189716844
713	0.2187912411
714	0.2185879973
715	0.2184610571
716	0.2183508433
717	0.2180676513
718	0.2179233534
719	0.2177618812
720	0.2175705629
721	0.2173915239
722	0.2171644442
723	0.2169335072
724	0.2167209714
725	0.2165435998
726	0.216346202
727	0.2161981983
728	0.215992213
729	0.2158330268
730	0.2156750668
731	0.2154512708
732	0.2151976191
733	0.2150849051
734	0.2148496922
735	0.2147031125
736	0.2145353643
737	0.2142078778
738	0.2140566642
739	0.2138757383
740	0.2136360397
741	0.2134569188
742	0.2132841482
743	0.2131519966
744	0.2129923288
745	0.2127220558
746	0.2124934994
747	0.2123386847
748	0.212119458
749	0.2120128953
750	0.2118885035
751	0.2116633558
752	0.2115436297
753	0.2113167127
754	0.2111539652
755	0.2109612921
756	0.2107524635
757	0.2105923562
758	0.2104346317
759	0.2102020335
760	0.2100698011
761	0.2098406226
762	0.2096590198
763	0.2094840602
764	0.2093533033
765	0.2090821311
766	0.208965418
767	0.2088111928
768	0.2086628559
769	0.2085079146
770	0.2083532706
771	0.2081392016
772	0.2080518829
773	0.2078521714
774	0.2076384401
775	0.207510336
776	0.2072741005
777	0.2070905066
778	0.2068249932
779	0.2065909206
780	0.2064157291
781	0.2062447506
782	0.2060780069
783	0.205972707
784	0.2058171753
785	0.2056177195
786	0.2054598506
787	0.2053025551
788	0.2051522818
789	0.2049580073
790	0.2048249703
791	0.2046867287
792	0.2045562743
793	0.2043940155
794	0.2042534265
795	0.2041774333
796	0.2040207637
797	0.2038067275
798	0.2036792137
799	0.2033324425
800	0.203120695
801	0.2029431863
802	0.2028061474
803	0.2027047533
804	0.2025562913
805	0.2023500273
806	0.2021970216
807	0.2020741603
808	0.2019227823
809	0.2016896313
810	0.2013992267
811	0.2012272229
812	0.2010604501
813	0.2008456125
814	0.2007733084
815	0.2005873677
816	0.200431118
817	0.2002363701
818	0.2000804235
819	0.199897757
820	0.1996940404
821	0.1995976304
822	0.1995090581
823	0.1993868103
824	0.199146559
825	0.1989112934
826	0.1987413721
827	0.1986273571
828	0.1984437046
829	0.1983024015
830	0.1981446806
831	0.1979872435
832	0.1978375198
833	0.1977105176
834	0.197533181
835	0.1973827233
836	0.197278135
837	0.1970059891
838	0.1968509935
839	0.1967040682
840	0.1965387484
841	0.1962129512
842	0.1959811532
843	0.1958123811
844	0.1956784181
845	0.1955711098
846	0.1954537871
847	0.1952659376
848	0.1950893235
849	0.1948762967
850	0.1946168395
851	0.1944181266
852	0.1942197811
853	0.1940919945
854	0.1938465261
855	0.1937738694
856	0.1936697907
857	0.1934752033
858	0.1933502512
859	0.1931155369
860	0.1929086383
861	0.1927816338
862	0.1926173047
863	0.1924877631
864	0.192300042
865	0.1921645337
866	0.1920227629
867	0.1918449094
868	0.1916632139
869	0.1915307904
870	0.1913122834
871	0.1911572384
872	0.1909666354
873	0.1907905297
874	0.1906554994
875	0.1905277915
876	0.19043214
877	0.1902798035
878	0.1901206894
879	0.1899226056
880	0.1897535844
881	0.189560539
882	0.1893960346
883	0.1892017059
884	0.1890974666
885	0.1888709352
886	0.1887061279
887	0.1886046492
888	0.1884941321
889	0.1883307152
890	0.1881754511
891	0.1880041699
892	0.1878001092
893	0.1877348857
894	0.1876031514
895	0.1874274517
896	0.1872598031
897	0.1870720816
898	0.1869451206
899	0.1867980005
900	0.1866576782
901	0.1865369972
902	0.1864063203
903	0.1862876874
904	0.1861221943
905	0.1859744961
906	0.1858219181
907	0.1856415885
908	0.1855246468
909	0.1853556455
910	0.1852708164
911	0.1851481753
912	0.1850307088
913	0.1849026555
914	0.1847950389
915	0.1846558513
916	0.1845137468
917	0.1842778578
918	0.1840337968
919	0.1838344634
920	0.1837035492
921	0.1835301262
922	0.1833185741
923	0.1831915479
924	0.1830151982
925	0.1828491241
926	0.1826703185
927	0.1825005484
928	0.1822808115
929	0.1820694107
930	0.1819824021
931	0.1818811374
932	0.181765189
933	0.1816415592
934	0.1815307141
935	0.1814724645
936	0.1813259389
937	0.1811891995
938	0.1810353722
939	0.1809489502
940	0.1808308348
941	0.1806746447
942	0.1805853805
943	0.1804786157
944	0.1803227043
945	0.1802287702
946	0.1800647041
947	0.17986601
948	0.1796871595
949	0.1795882687
950	0.1794435562
951	0.1793067546
952	0.1791634429
953	0.1790331606
954	0.1789397405
955	0.1787882766
956	0.178637189
957	0.1785295151
958	0.1783482604
959	0.1782678628
960	0.1781522646
961	0.1780626707
962	0.1779566844
963	0.1777649589
964	0.1776058437
965	0.177486677
966	0.1773743094
967	0.1772279062
968	0.1770655055
969	0.1769235366
970	0.1767704244
971	0.1766718189
972	0.1765890372
973	0.1764383496
974	0.1762844913
975	0.1761617002
976	0.1760562518
977	0.1758809999
978	0.1756284044
979	0.1754854114
980	0.1753292062
981	0.1752506733
982	0.1750967612
983	0.1749571164
984	0.1748563395
985	0.1747333077
986	0.174612681
987	0.1743989758
988	0.1742740621
989	0.1741598749
990	0.1740392855
991	0.1738624102
992	0.173752925
993	0.1736703116
994	0.1735075595
995	0.173359411
996	0.1732990856
997	0.1731651121
998	0.1730438391
999	0.1729673188
